sweep,parameter,value,output_dir,n_matched_treated_tracts,n_matched_control_tracts,max_control_reuse,cs_full_panel_att,cs_full_panel_se,cs_matched_att,cs_matched_se,cs_with_controls_att,cs_with_controls_se
k_neighbors,k_neighbors,1,/project/output/did-cs-robustness/k-neighbors/k1,274,83,24,20.64857151121078,0.35437740204256707,3.6778525120738124,0.4435810966667205,-57.98393592653138,0.5529425115045101
k_neighbors,k_neighbors,2,/project/output/did-cs-robustness/k-neighbors/k2,274,136,31,20.64857151121078,0.35437740204256707,4.395979190699546,0.4058349168161559,-83.9000668794272,0.5367780605553406
k_neighbors,k_neighbors,3,/project/output/did-cs-robustness/k-neighbors/k3,274,176,31,20.64857151121078,0.35437740204256707,5.456416006902977,0.3895606130856879,-87.79736113434961,0.5577825464378953
k_neighbors,k_neighbors,4,/project/output/did-cs-robustness/k-neighbors/k4,274,213,41,20.64857151121078,0.35437740204256707,6.881470094429844,0.38173172445539044,-91.6245919821988,0.5610740699200458
k_neighbors,k_neighbors,5,/project/output/did-cs-robustness/k-neighbors/k5,274,248,41,20.64857151121078,0.35437740204256707,7.877509842643763,0.37656607625754,-90.61765227117921,0.5790967900472193
