n_matched_treated_tracts,n_matched_control_tracts,max_control_reuse,n_ever_treated_tracts,cs_full_panel_att,cs_full_panel_se,cs_matched_att,cs_matched_se,cs_with_controls_att,cs_with_controls_se,sweep,parameter,value
274,84,24,274,20.64857151121078,0.35437740204256707,2.449921388416265,0.44155566089074766,-57.08918985014706,0.5545623577899079,k_neighbors,k_neighbors,1
274,139,29,274,20.64857151121078,0.35437740204256707,3.4586107219460693,0.4037722767598943,-81.86003131033125,0.5435767604714361,k_neighbors,k_neighbors,2
274,179,30,274,20.64857151121078,0.35437740204256707,4.603804946550014,0.3884588195069081,-86.77209246625921,0.5534946099991174,k_neighbors,k_neighbors,3
274,214,41,274,20.64857151121078,0.35437740204256707,5.715365103252536,0.3810516525857059,-88.34393058681952,0.5536921054857294,k_neighbors,k_neighbors,4
274,247,42,274,20.64857151121078,0.35437740204256707,6.774011781320989,0.37686265660075347,3.7007208200357784,0.41034279355285175,k_neighbors,k_neighbors,5
