branch,demeaned,matched_att,matched_se,pretrend_wald,pretrend_p,max_abs_pre_coef,cohort_2019_10_sig_pre
raw,False,5.456416006902979,0.3895606130856879,379.63880744472567,0.0,16.23332482106395,2
month_demeaned,True,5.4618736821660745,0.3906426057265623,363.5677458650547,0.0,15.939735690500132,2
