cohort,rel_time,att,se,ci_low,ci_high
2016-07-01,-18,-61.918679573603974,6.9864961245695785,-75.61221197776035,-48.2251471694476
2016-07-01,-17,-57.185628206847184,6.5432743480868885,-70.01044592909749,-44.36081048459688
2016-07-01,-16,-46.56217264320409,5.686479097940948,-57.70767167516835,-35.41667361123984
2016-07-01,-15,-36.462931652250965,4.520978104074925,-45.32404873623782,-27.60181456826411
2016-07-01,-14,-25.908757416795652,3.702574347753531,-33.165803138392576,-18.65171169519873
2016-07-01,-13,-16.00765468692506,3.3718692057963437,-22.616518330285896,-9.398791043564227
2016-07-01,-12,-11.74331164504326,3.2918408711756966,-18.195319752547626,-5.291303537538894
2016-07-01,-11,-6.914687828633863,2.9560883191456546,-12.708620934159345,-1.12075472310838
2016-07-01,-10,-18.706264032869313,3.1860603345185114,-24.950942288525596,-12.461585777213031
2016-07-01,-9,-26.911774886533,3.4888745315056746,-33.74996896828412,-20.073580804781876
2016-07-01,-8,-38.69890438007021,4.513543823967213,-47.54545027504595,-29.852358485094474
2016-07-01,-7,-40.25051882480902,4.64785895890035,-49.360322384253706,-31.140715265364335
2016-07-01,-6,-40.000758646943325,4.272931274167295,-48.375703944311226,-31.625813349575427
2016-07-01,-5,-34.69152695186019,3.876725602113049,-42.28990913200177,-27.093144771718613
2016-07-01,-4,-25.549070189573712,3.359408945977879,-32.133511723690354,-18.96462865545707
2016-07-01,-3,-15.326737737492897,2.456676451692535,-20.141823582810265,-10.511651892175529
2016-07-01,-2,-6.9449300265063405,2.0468293988778146,-10.956715648306858,-2.933144404705824
2016-07-01,0,5.878169091740744,1.1755814870819814,3.57402937706006,8.182308806421428
2016-07-01,1,8.626488098543653,1.9541884911526497,4.796278655884461,12.456697541202846
2016-07-01,2,0.3796199572717729,2.445823119542374,-4.41419335703128,5.173433271574826
2016-07-01,3,-10.263407053945606,2.403809716361395,-14.97487409801394,-5.551940009877272
2016-07-01,4,-29.23579074961068,3.8916881253542606,-36.863499475305034,-21.608082023916328
2016-07-01,5,-31.04245263339498,4.787711825213954,-40.42636781081433,-21.65853745597563
2016-07-01,6,-29.651783559364866,5.376308049619757,-40.18934733661959,-19.11421978211014
2016-07-01,7,-12.409691285475004,5.298776519430876,-22.795293263559522,-2.0240893073904864
2016-07-01,8,-2.513599387323616,3.6699282250526193,-9.70665870842675,4.679459933779517
2016-07-01,9,8.844307720554717,3.4413598192122747,2.0992424748986585,15.589372966210775
2016-07-01,10,12.381255602286025,3.127155336460188,6.252031142824057,18.51048006174799
2016-07-01,11,12.728042174026669,3.2752535644506042,6.308545187703484,19.147539160349854
2016-07-01,12,13.957383152834211,3.100729291162591,7.879953742155532,20.03481256351289
2016-07-01,13,12.063421192324071,3.1769939469385733,5.836513056324468,18.290329328323676
2016-07-01,14,1.7277678606926514,3.9237517392870878,-5.96278554831004,9.418321269695344
2016-07-01,15,-13.588427801157794,4.129918138411226,-21.683067352443796,-5.493788249871791
2016-07-01,16,-25.019093392508918,4.71365256999844,-34.25785242970586,-15.780334355311975
2016-07-01,17,-16.696391046981056,3.368025015493504,-23.297720077348323,-10.095062016613788
2016-07-01,18,-8.401885107050754,3.359801156492645,-14.987095373776338,-1.8166748403251702
2016-07-01,19,2.5162966402921505,3.8956689596997838,-5.119214520719425,10.151807801303725
2016-07-01,20,-0.8710879222357732,4.634602427607952,-9.954908680347359,8.212732835875812
2016-07-01,21,2.812264040163555,5.082940990486599,-7.15030030119018,12.77482838151729
2016-07-01,22,2.9342888660131408,4.675575103526879,-6.229838336899542,12.098416068925824
2016-07-01,23,8.821024971946485,4.424665115301874,0.14868134595481308,17.493368597938158
2016-07-01,24,10.955967770075205,4.468470170419063,2.197766236053841,19.71416930409657
2016-07-01,25,9.589487383659701,5.119434475510741,-0.4446041883413514,19.623578955660754
2016-07-01,26,-0.07684807656294623,4.969160494828689,-9.816402646427177,9.662706493301284
2016-07-01,27,-6.610625187387242,4.86529629084216,-16.146605917437874,2.9253555426633913
2016-07-01,28,-18.25299241872972,5.285405530195527,-28.61238725791295,-7.893597579546485
2016-07-01,29,-14.578192255873486,4.965514952948643,-24.310601563652824,-4.845782948094145
2016-07-01,30,-8.313703141980625,5.558719214987256,-19.20879280335565,2.581386519394398
2016-07-01,31,3.1625369392699128,5.502651599016964,-7.622660194803338,13.947734073343163
2016-07-01,32,6.747868350053125,5.672656284775583,-4.370537968107017,17.866274668213265
2016-07-01,33,9.640530726121014,4.9579005197191925,-0.07695429252860286,19.358015744770633
2016-07-01,34,16.323054314698624,5.165531473949137,6.198612625758315,26.447496003638932
2016-07-01,35,22.36456548976318,5.503386396180813,11.577928153248786,33.151202826277576
2016-07-01,36,21.625249114170842,5.945481688312,9.972105005079321,33.27839322326236
2016-07-01,37,22.74930195744402,6.052392208596037,10.886613228595786,34.61199068629225
2016-07-01,38,20.262933103768873,6.109319588313091,8.288666710675216,32.23719949686253
2016-07-01,39,15.610399745827479,6.302414772709249,3.2576667913173516,27.963132700337606
2016-07-01,40,5.894035411687398,6.410473182723013,-6.670492026449708,18.458562849824503
2016-07-01,41,-1.6763116102262217,6.647259993633331,-14.70494119774755,11.352317977295106
2016-07-01,42,-5.223569987422465,6.260586058708561,-17.494318662491246,7.047178687646314
2016-07-01,43,0.11741076359167835,6.792516259861804,-13.195921105737458,13.430742632920815
2016-07-01,44,8.616801633596921,6.6277695164078905,-4.373626618562543,21.607229885756386
2016-07-01,45,17.46018591465011,7.2650043173962,3.220777452553559,31.699594376746663
2016-07-01,46,9.47588836249939,7.410697224653787,-5.049078197822032,24.000854922820814
